,,Small Signal Bipolar Transistors,,,,,,,,,,,,
Manufacture,Product,Status,Compliance,Number of Functions,Polarity,Package Type,PD (W),VCEO(V),IC (A),HFE [min],HFE [max],"VCE(sat) [max]
(V)",fT(MHz),Tj [max] (°C)
,,,,,,,,,,,,,,
MCC (Micro Commercial Components),BC857BL3,Active,R H,Single,PNP,DFN1006-3,0.15,-45,-0.1,200,450,-0.65,100,150
MCC (Micro Commercial Components),BC857AL3,Active,R H,Single,PNP,DFN1006-3,0.15,-45,-0.1,110,220,-0.65,100,150
MCC (Micro Commercial Components),BC856BL3,Active,R H,Single,PNP,DFN1006-3,0.15,-65,-0.1,200,450,-0.65,100,150
MCC (Micro Commercial Components),BC856AL3,Active,R H,Single,PNP,DFN1006-3,0.15,-65,-0.1,110,220,-0.65,100,150
MCC (Micro Commercial Components),BC856AM3,Active,R H,Single,PNP,SOT-723,0.265,-65,-0.1,110,220,-0.3,100,150
MCC (Micro Commercial Components),BC856BM3,Active,R H,Single,PNP,SOT-723,0.265,-65,-0.1,200,450,-0.3,100,150
MCC (Micro Commercial Components),BC857AM3,Active,R H,Single,PNP,SOT-723,0.265,-45,-0.1,110,220,-0.3,100,150
MCC (Micro Commercial Components),BC857BM3,Active,R H,Single,PNP,SOT-723,0.265,-45,-0.1,200,450,-0.3,100,150
MCC (Micro Commercial Components),BC857CM3,Active,R H,Single,PNP,SOT-723,0.265,-45,-0.1,420,800,-0.3,100,150
MCC (Micro Commercial Components),BC858AM3,Active,R H,Single,PNP,SOT-723,0.265,-30,-0.1,110,220,-0.3,100,150
MCC (Micro Commercial Components),BC858BM3,Active,R H,Single,PNP,SOT-723,0.265,-30,-0.1,200,450,-0.3,100,150
MCC (Micro Commercial Components),BC858CM3,Active,R H,Single,PNP,SOT-723,0.265,-30,-0.1,420,800,-0.3,100,150
MCC (Micro Commercial Components),MMBT3906L3,Active,R H,Single,PNP,DFN1006-3,0.15,-40,-0.2,100,300,-0.4,250,150
MCC (Micro Commercial Components),MMBT3906T,Active,R H,Single,PNP,SOT-523,0.15,-40,-0.2,100,300,-0.25,250,150
MCC (Micro Commercial Components),BC856AT,Active,R H,Single,PNP,SOT-523,0.15,-65,-0.1,125,250,-0.65,200,150
MCC (Micro Commercial Components),BC856BT,Active,R H,Single,PNP,SOT-523,0.15,-65,-0.1,220,475,-0.65,200,150
MCC (Micro Commercial Components),2SA1774-R,Active,R H,Single,PNP,SOT-523,0.15,-50,-0.15,180,390,-0.5,140,150
MCC (Micro Commercial Components),MMBT2907AT,Active,R H,Single,PNP,SOT-523,0.15,-60,-0.6,100,300,-0.4,140,150
MCC (Micro Commercial Components),BC857BT,Active,R H,Single,PNP,SOT-523,0.15,-45,-0.1,220,475,-0.65,100,150
MCC (Micro Commercial Components),BC857CT,Active,R H,Single,PNP,SOT-523,0.15,-45,-0.1,420,800,-0.65,100,150
MCC (Micro Commercial Components),BC857AT,Active,R H,Single,PNP,SOT-523,0.15,-45,-0.1,125,250,-0.65,100,150
MCC (Micro Commercial Components),MMSTA92,Active,R H,Single,PNP,SOT-323,0.2,-300,-0.1,40,,-0.4,50,150
MCC (Micro Commercial Components),BC807-40WHE3,Active,A R H,Single,PNP,SOT-323,0.2,-45,-0.5,250,600,-0.7,100,150
MCC (Micro Commercial Components),MMST5401HE3,Active,A R H,Single,PNP,SOT-323,0.2,-150,-0.6,60,300,-0.5,100,150
MCC (Micro Commercial Components),BC807-16WHE3,Active,A R H,Single,PNP,SOT-323,0.2,-45,-0.5,100,250,-0.7,100,150
MCC (Micro Commercial Components),BC807-25WHE3,Active,A R H,Single,PNP,SOT-323,0.2,-45,-0.5,160,400,-0.7,100,150
MCC (Micro Commercial Components),MMSTA56,Active,R H,Single,PNP,SOT-323,0.2,-80,-0.5,100,,-0.25,100,150
MCC (Micro Commercial Components),MMSTA56HE3,Active,A R H,Single,PNP,SOT-323,0.2,-80,-0.5,100,,-0.25,100,150
MCC (Micro Commercial Components),MMST4403,Active,R H,Single,PNP,SOT-323,0.2,-40,-0.6,100,300,-0.4,200,150
MCC (Micro Commercial Components),MMST5401,Active,R H,Single,PNP,SOT-323,0.2,-150,-0.2,60,300,-0.5,300,150
MCC (Micro Commercial Components),MMST3906,Active,R H,Single,PNP,SOT-323,0.2,-40,-0.2,100,300,-0.3,300,150
MCC (Micro Commercial Components),MMST2907A,Active,R H,Single,PNP,SOT-323,0.2,-60,-0.6,100,,-1.6,200,150
MCC (Micro Commercial Components),MMBT4403HE3,Active,A R H,Single,PNP,SOT-23,0.35,-40,-0.6,100,,-0.4,200,150
MCC (Micro Commercial Components),MMBT5401HE3,Active,A R H,Single,PNP,SOT-23,0.3,-150,-0.6,100,300,-0.5,100,150
MCC (Micro Commercial Components),MMSS8550W-H,Active,R H,Single,PNP,SOT-323,0.2,-25,-1.5,200,350,-0.5,100,150
MCC (Micro Commercial Components),MMST2907AHE3,Active,A R H,Single,PNP,SOT-323,0.2,-60,-0.6,100,,-1.6,200,150
MCC (Micro Commercial Components),MMST3906HE3,Active,A R H,Single,PNP,SOT-323,0.2,-40,-0.2,100,300,-0.3,300,150
MCC (Micro Commercial Components),MMST4403HE3,Active,A R H,Single,PNP,SOT-323,0.2,-40,-0.6,100,300,-0.4,200,150
MCC (Micro Commercial Components),BC856AWHE3,Active,A R H,Single,PNP,SOT-323,0.15,-65,-0.1,125,250,-0.65,100,150
MCC (Micro Commercial Components),BC856BWHE3,Active,A R H,Single,PNP,SOT-323,0.15,-65,-0.1,220,475,-0.65,100,150
MCC (Micro Commercial Components),BC857AWHE3,Active,A R H,Single,PNP,SOT-323,0.15,-45,-0.1,125,250,-0.65,100,150
MCC (Micro Commercial Components),BC857BWHE3,Active,A R H,Single,PNP,SOT-323,0.15,-45,-0.1,220,475,-0.65,100,150
MCC (Micro Commercial Components),BC858AWHE3,Active,A R H,Single,PNP,SOT-323,0.15,-30,-0.1,125,250,-0.65,100,150
MCC (Micro Commercial Components),BC858BWHE3,Active,A R H,Single,PNP,SOT-323,0.15,-30,-0.1,220,475,-0.65,100,150
MCC (Micro Commercial Components),MMSTA92HE3,Active,A R H,Single,PNP,SOT-323,0.2,-300,-0.1,40,,-0.4,50,150
MCC (Micro Commercial Components),BC807-40W,Active,R H,Single,PNP,SOT-323,0.2,-45,-0.5,250,600,-0.7,80,150
MCC (Micro Commercial Components),BC807-25W,Active,R H,Single,PNP,SOT-323,0.2,-45,-0.5,160,400,-0.7,80,150
MCC (Micro Commercial Components),BC807-16W,Active,R H,Single,PNP,SOT-323,0.2,-45,-0.5,100,250,-0.7,80,150
MCC (Micro Commercial Components),2SA1576A-Q,Active,R H,Single,PNP,SOT-323,0.2,-50,-0.15,120,270,-0.5,100,150
MCC (Micro Commercial Components),2SA1576A-R,Active,R H,Single,PNP,SOT-323,0.2,-50,-0.15,180,390,-0.5,100,150
MCC (Micro Commercial Components),2SA1577-R,Active,R H,Single,PNP,SOT-323,0.2,-32,-0.5,180,390,-0.4,200,150
