,,Small Signal Schottky Diodes,,,,,,,,,,,
Manufacture,Product,Status,Compliance,Number of Functions,Configuration,Package Type,IF(AV)(A),VRWM (V),"VF
(V) [max]@IF(A)","IR (uA) [max] @
VR",VR (V),IF(A),Tj [max] (°C)
,,,,,,,,,,,,,
MCC (Micro Commercial Components),BAS40DW-04,Active,R H,Dual-Dual,Series,SOT-363,0.2,40,1,0.2,30,0.04,125
MCC (Micro Commercial Components),BAT54HQ,Active,A R H,Single,,SOT-23,0.2,30,1,2,25,0.1,150
MCC (Micro Commercial Components),BAS40T,Active,R H,Single,,SOT-523,0.2,40,1,0.2,30,0.04,125
MCC (Micro Commercial Components),BAS70T,Active,R H,Single,,SOT-523,0.07,70,1,0.1,50,0.015,125
MCC (Micro Commercial Components),BAT54T,Active,R H,Single,,SOT-523,0.2,30,1,2,25,0.1,125
MCC (Micro Commercial Components),BAT54HE3,Active,A R H,Single,,SOT-23,0.2,30,0.4,2,25,0.01,125
MCC (Micro Commercial Components),BAT54WTHQ,Active,A R H,Single,,SOT-323,0.2,30,1,2,25,0.1,150
MCC (Micro Commercial Components),BAS70WTHQ,Active,A R H,Single,,SOT-323,0.07,70,1,0.2,50,0.015,150
MCC (Micro Commercial Components),BAT54WTH,Active,R H,Single,,SOT-323,0.2,30,0.8,2,25,0.1,150
MCC (Micro Commercial Components),BAS70WTHE3,Active,A R H,Single,,SOT-323,0.07,70,1,0.2,50,0.015,125
MCC (Micro Commercial Components),BAS40WTHE3,Active,A R H,Single,,SOT-323,0.12,40,1,0.2,30,0.04,150
MCC (Micro Commercial Components),BAS40WT,Active,R H,Single,,SOT-323,0.2,40,1,1,30,0.04,125
MCC (Micro Commercial Components),BAS40WTHQ,Active,A R H,Single,,SOT-323,0.12,40,1,0.2,30,0.04,150
MCC (Micro Commercial Components),BAT54WTHE3,Active,A R H,Single,,SOT-323,0.2,30,0.8,2,25,0.1,125
MCC (Micro Commercial Components),BAT54WT,Active,R H,Single,,SOT-323,0.2,30,0.8,2,25,0.1,125
MCC (Micro Commercial Components),BAS70WT,Active,R H,Single,,SOT-323,0.07,70,1,0.1,50,0.015,125
MCC (Micro Commercial Components),BAS40,Active,R H,Single,,SOT-23,0.2,40,1,0.01,30,0.04,125
MCC (Micro Commercial Components),BAS70,Active,R H,Single,,SOT-23,0.07,70,1,0.01,50,0.015,125
MCC (Micro Commercial Components),BAS70HE3,Active,A R H,Single,,SOT-23,0.07,70,1,0.2,50,0.015,125
MCC (Micro Commercial Components),BAT54,Active,R H,Single,,SOT-23,0.2,30,0.4,2,25,0.01,125
MCC (Micro Commercial Components),BAS40HE3,Active,A R H,Single,,SOT-23,0.2,40,1,0.2,30,0.04,150
MCC (Micro Commercial Components),BAT54H,Active,R H,Single,,SOT-23,0.3,40,0.9,1,30,0.1,150
MCC (Micro Commercial Components),BAT720,Active,R H,Single,,SOT-23,0.5,40,0.55,100,35,0.5,125
MCC (Micro Commercial Components),BAR43,Active,R H,Single,,SOT-23,0.2,30,0.33,0.5,25,0.002,125
MCC (Micro Commercial Components),BAT46,Active,R H,Single,,SOT-23,0.2,100,1.0,0.1,50,0.2,150
MCC (Micro Commercial Components),BAT750,Active,R H,Single,,SOT-23,0.75,40,0.45,60,30,0.75,125
MCC (Micro Commercial Components),MMBD301,Active,R H,Single,,SOT-23,,30,0.52,0.2,25,0.01,125
MCC (Micro Commercial Components),BAT54M,Active,R H,Single,,SOT-723,0.2,30,0.4,2,25,0.01,150
MCC (Micro Commercial Components),BAT54TH,Active,R H,Single,,SOT-523,0.2,30,1,2,25,0.1,150
MCC (Micro Commercial Components),BAS40HQ,Active,A R H,Single,,SOT-23,0.12,40,1,0.2,30,0.04,150
MCC (Micro Commercial Components),BAS70HQ,Active,A R H,Single,,SOT-23,0.07,70,1,0.2,50,0.015,150
MCC (Micro Commercial Components),SD101AW,Active,R H,Single,,SOD-123,0.015,60,0.41,0.2,50,0.001,125
MCC (Micro Commercial Components),SD101BW,Active,R H,Single,,SOD-123,0.015,50,0.4,0.2,40,0.001,125
MCC (Micro Commercial Components),SD101CW,Active,R H,Single,,SOD-123,0.015,40,0.39,0.2,30,0.001,125
MCC (Micro Commercial Components),SD103AW,Active,R H,Single,,SOD-123,0.35,40,0.37,5,30,0.02,125
MCC (Micro Commercial Components),SD103BW,Active,R H,Single,,SOD-123,0.35,30,0.37,5,20,0.02,125
MCC (Micro Commercial Components),SD103CW,Active,R H,Single,,SOD-123,0.35,20,0.37,5,10,0.02,125
MCC (Micro Commercial Components),BAT54W,Active,R H,Single,,SOD-123,0.2,30,1,2,25,0.1,125
MCC (Micro Commercial Components),SD101AWHE3,Active,A R H,Single,,SOD-123,0.015,60,0.41,0.2,50,0.001,125
MCC (Micro Commercial Components),SD101BWHE3,Active,A R H,Single,,SOD-123,0.015,50,0.40,0.2,40,0.001,125
MCC (Micro Commercial Components),SD101CWHE3,Active,A R H,Single,,SOD-123,0.015,40,0.39,0.2,30,0.001,125
MCC (Micro Commercial Components),SD103AWHE3,Active,A R H,Single,,SOD-123,0.35,40,0.37,5,30,0.02,125
MCC (Micro Commercial Components),SD103BWHE3,Active,A R H,Single,,SOD-123,0.35,30,0.37,5,20,0.02,125
MCC (Micro Commercial Components),SD103CWHE3,Active,A R H,Single,,SOD-123,0.35,20,0.37,5,10,0.02,125
MCC (Micro Commercial Components),BAT54WHE3,Active,A R H,Single,,SOD-123,0.2,30,1,2,25,0.1,125
MCC (Micro Commercial Components),B0540W,Active,R H,Single,,SOD-123,0.5,40,0.55,80,40,0.5,150
MCC (Micro Commercial Components),B0540WHE3,Active,A R H,Single,,SOD-123,0.5,40,0.55,80,40,0.5,150
MCC (Micro Commercial Components),B5817W,Active,R H,Single,,SOD-123,1,20,0.45,200,20,1,125
MCC (Micro Commercial Components),B5817WHE3,Active,A R H,Single,,SOD-123,1,20,0.45,200,20,1,125
MCC (Micro Commercial Components),B5819W,Active,R H,Single,,SOD-123,1,40,0.6,40,40,1,125
MCC (Micro Commercial Components),B5819WHE3,Active,A R H,Single,,SOD-123,1,40,0.6,40,40,1,125
MCC (Micro Commercial Components),B5818W,Active,R H,Single,,SOD-123,1,30,0.55,40,30,1,125
MCC (Micro Commercial Components),B5818WHE3,Active,A R H,Single,,SOD-123,1,30,0.55,40,30,1,125
MCC (Micro Commercial Components),BAT42W,Active,R H,Single,,SOD-123,0.2,30,1,0.5,25,0.2,125
MCC (Micro Commercial Components),BAT46W,Active,R H,Single,,SOD-123,0.15,100,1,5,75,0.25,125
MCC (Micro Commercial Components),BAT46WHE3,Active,A R H,Single,,SOD-123,0.15,100,1,2,75,0.25,125
MCC (Micro Commercial Components),BAT43W,Active,R H,Single,,SOD-123,0.2,30,0.45,0.5,25,0.015,125
MCC (Micro Commercial Components),MBR0520,Active,R H,Single,,SOD-123,0.5,20,0.45,100,20,0.5,125
MCC (Micro Commercial Components),MBR0520L,Active,R H,Single,,SOD-123,0.5,20,0.385,250,20,0.5,125
MCC (Micro Commercial Components),MBR0530,Active,R H,Single,,SOD-123,0.5,30,0.55,100,30,0.5,125
MCC (Micro Commercial Components),MBR0530L,Active,R H,Single,,SOD-123,0.5,30,0.43,130,30,0.5,125
MCC (Micro Commercial Components),MBR0540,Active,R H,Single,,SOD-123,0.5,40,0.55,100,40,0.5,125
MCC (Micro Commercial Components),MBR0540L,Active,R H,Single,,SOD-123,0.5,40,0.51,20,40,0.5,125
MCC (Micro Commercial Components),MBR0560,Active,R H,Single,,SOD-123,0.5,60,0.7,100,60,0.5,125
MCC (Micro Commercial Components),MBR0580,Active,R H,Single,,SOD-123,0.5,80,0.8,100,80,0.5,125
MCC (Micro Commercial Components),B05100W,Active,R H,Single,,SOD-123,0.5,100,0.85,1,100,0.5,150
MCC (Micro Commercial Components),BAT54WHQ,Active,A R H,Single,,SOD-123,0.2,30,1,2,25,0.1,150
MCC (Micro Commercial Components),B0530WHE3,Active,A R H,Single,,SOD-123,0.5,30,0.55,100,30,0.5,125
MCC (Micro Commercial Components),BAS70W,Active,R H,Single,,SOD-123,0.07,70,1,0.2,50,0.015,125
MCC (Micro Commercial Components),RB521CS-30,Active,R H,Single,,SOD-923,0.1,30,0.35,50,30,0.01,125
MCC (Micro Commercial Components),RB520CS-30,Active,R H,Single,,SOD-923,0.1,30,0.45,0.5,10,0.01,125
