,,Pre-Biased Transistors,,,,,,,,,,,
Manufacture,Product,Status,Compliance,Number of Functions,Polarity,Package Type,IO(mA),R1 Typ (KΩ),R2 Typ (KΩ),VCC(V),fT(MHz),PD(mW),Tj [max] (°C)
,,,,,,,,,,,,,
MCC (Micro Commercial Components),DTA143TE,Active,R H,Single(R1),PNP,SOT-523,-100,4.7,,-50,250,150,150
MCC (Micro Commercial Components),DTA114TUA,Active,R H,Single(R1),PNP,SOT-323,-100,10,,-50,250,200,150
MCC (Micro Commercial Components),DTA143TCA,Active,R H,Single(R1),PNP,SOT-23,-100,4.7,,-50,250,200,150
MCC (Micro Commercial Components),DTA143TUA,Active,R H,Single(R1),PNP,SOT-323,-100,4.7,,-50,250,200,150
MCC (Micro Commercial Components),DTA114TCA,Active,R H,Single(R1),PNP,SOT-23,-100,10,,-50,250,200,150
MCC (Micro Commercial Components),DTA143XUA,Active,R H,Single(R1/R2),PNP,SOT-323,-100,4.7,10,-50,250,200,150
MCC (Micro Commercial Components),DTA123YUA,Active,R H,Single(R1/R2),PNP,SOT-323,-100,2.2,10,-50,250,200,150
MCC (Micro Commercial Components),DTA143ZUAHE3,Active,A R H,Single(R1/R2),PNP,SOT-323,-100,4.7,47,-50,250,200,150
MCC (Micro Commercial Components),DTA114EUAHE3,Active,A R H,Single(R1/R2),PNP,SOT-323,-100,10,10,-50,250,200,150
MCC (Micro Commercial Components),DTA144EUAHE3,Active,A R H,Single(R1/R2),PNP,SOT-323,-100,47,47,-50,250,200,150
MCC (Micro Commercial Components),DTA114YUAHE3,Active,A R H,Single(R1/R2),PNP,SOT-323,-100,10,47,-50,250,200,150
MCC (Micro Commercial Components),DTA123EUA,Active,R H,Single(R1/R2),PNP,SOT-323,-100,2.2,2.2,-50,250,200,150
MCC (Micro Commercial Components),DTA143XCA,Active,R H,Single(R1/R2),PNP,SOT-23,-100,4.7,10,-50,250,200,150
MCC (Micro Commercial Components),DTA113ZUA,Active,R H,Single(R1/R2),PNP,SOT-323,-100,1,10,-50,200,200,150
MCC (Micro Commercial Components),DTA124EUAHE3,Active,A R H,Single(R1/R2),PNP,SOT-323,-100,22,22,-50,200,200,150
